Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Average Dilution Earnings,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Special Income Charges,Write Off,Earnings From Equity Interest,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Other Non Operating Income Expenses,Earnings From Equity Interest Net Of Tax,Other Special Charges,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Restructuring And Mergern Acquisition,Otherunder Preferred Stock Dividend,Minority Interests,Gain On Sale Of Ppe,Salaries And Wages,Rent Expense Supplemental,Gain On Sale Of Business,Impairment Of Capital Assets
2022-01-31,5800410.0,0.21,-721159000.0,27621000.0,27621000.0,-679948000.0,21498000.0,458433000.0,-693538000.0,-715036000.0,9129000.0,,9129000.0,-701768590.0,-679948000.0,1934363000.0,-715036000.0,300273000.0,300273000.0,-2.26,-2.26,-679948000.0,,-679948000.0,-679948000.0,-679948000.0,-679948000.0,2988000.0,-676960000.0,28947000.0,0.0,0.0,,27621000.0,9129000.0,,,9129000.0,-715036000.0,1475930000.0,,466932000.0,1008998000.0,743965000.0,265033000.0,265033000.0,760894000.0,458433000.0,1219327000.0,1219327000.0,SNOW,1326000.0,,,,,,,,,0.0,,,,,
2021-01-31,0.0,0.27,-534111000.0,,,-539102000.0,9826000.0,242588000.0,-534111000.0,-543937000.0,7507000.0,,7507000.0,-539102000.0,-539102000.0,1135986000.0,-543937000.0,141613000.0,141613000.0,-3.81,-3.81,-539102000.0,,-539102000.0,-539102000.0,-539102000.0,-539102000.0,2062000.0,-537040000.0,-610000.0,,,,,7507000.0,,,7507000.0,-543937000.0,893398000.0,,237946000.0,655452000.0,479317000.0,176135000.0,176135000.0,349461000.0,242588000.0,592049000.0,592049000.0,SNOW,-610000.0,,,,,,,,,0.0,,,,,
2023-12-31,10080000.0,0.21,2267000000.0,48000000.0,48000000.0,-2222000000.0,1861000000.0,70070000000.0,2315000000.0,454000000.0,-2459000000.0,2459000000.0,,-2259920000.0,-2222000000.0,78615000000.0,-773000000.0,605800000.0,605800000.0,-3.67,-3.67,-2222000000.0,,-2222000000.0,-2222000000.0,-2242000000.0,-2242000000.0,237000000.0,-2005000000.0,1275000000.0,2000000.0,,,46000000.0,-2459000000.0,,2459000000.0,,-821000000.0,8545000000.0,,3377000000.0,5168000000.0,,5168000000.0,5168000000.0,7724000000.0,70070000000.0,77794000000.0,77794000000.0,BA,1227000000.0,,,,,,,,,20000000.0,2000000.0,,,,
2022-12-31,-2100000.0,0.21,-472000000.0,-10000000.0,-10000000.0,-4935000000.0,1979000000.0,63078000000.0,-482000000.0,-2461000000.0,-2561000000.0,2561000000.0,,-4927100000.0,-4935000000.0,70117000000.0,-3519000000.0,595200000.0,594578313.0,-8.3,-8.3,-4935000000.0,,-4935000000.0,-4935000000.0,-5053000000.0,-5053000000.0,31000000.0,-5022000000.0,1048000000.0,6000000.0,,,-16000000.0,-2561000000.0,,2561000000.0,,-3509000000.0,7039000000.0,,2852000000.0,4187000000.0,,4187000000.0,4187000000.0,3530000000.0,63078000000.0,66608000000.0,66608000000.0,BA,1058000000.0,,,,,,,,,118000000.0,6000000.0,,,,
2021-12-31,72076000.0,0.148,-662000000.0,487000000.0,487000000.0,-4202000000.0,2144000000.0,59237000000.0,-175000000.0,-2319000000.0,-2714000000.0,2714000000.0,,-4616924000.0,-4202000000.0,65643000000.0,-2870000000.0,588000000.0,587692308.0,-7.15,-7.15,-4202000000.0,,-4202000000.0,-4202000000.0,-4290000000.0,-4290000000.0,-743000000.0,-5033000000.0,1038000000.0,277000000.0,,,210000000.0,-2714000000.0,,2714000000.0,,-3357000000.0,6406000000.0,,2249000000.0,4157000000.0,,4157000000.0,4157000000.0,3049000000.0,59237000000.0,62286000000.0,62286000000.0,BA,551000000.0,,,,,,,,,88000000.0,277000000.0,,,,
2020-12-31,36925000.0,0.175,-10285000000.0,211000000.0,211000000.0,-11941000000.0,2246000000.0,63843000000.0,-10074000000.0,-12320000000.0,-2156000000.0,2156000000.0,,-12115075000.0,-11941000000.0,71136000000.0,-12767000000.0,569000000.0,568630268.0,-20.88,-20.88,-11873000000.0,,-11873000000.0,-11941000000.0,-11941000000.0,-11941000000.0,-2535000000.0,-14476000000.0,658000000.0,202000000.0,,,9000000.0,-2156000000.0,,2156000000.0,,-12978000000.0,7293000000.0,,2476000000.0,4817000000.0,,4817000000.0,4817000000.0,-5685000000.0,63843000000.0,58158000000.0,58158000000.0,BA,447000000.0,,,,,,,,,68000000.0,202000000.0,,,,
2023-12-31,-5746733.231252,0.275134,174474000.0,-20887000.0,-20887000.0,19409000.0,117866000.0,283967000.0,153587000.0,35721000.0,14880000.0,8945000.0,23825000.0,34549266.768748,19409000.0,660101000.0,11896000.0,96415000.0,90141000.0,0.2,0.22,19409000.0,,19409000.0,19409000.0,19409000.0,19409000.0,7367000.0,26776000.0,-20887000.0,-20887000.0,,,,14880000.0,,8945000.0,23825000.0,32783000.0,376134000.0,,140365000.0,235769000.0,73027000.0,162742000.0,162742000.0,408917000.0,283967000.0,692884000.0,692884000.0,DOCN,,,,,,,,20887000.0,,,,,,,
2022-12-31,-85470.0,0.21,87150000.0,-407000.0,-407000.0,-27804000.0,102232000.0,211927000.0,86743000.0,-15489000.0,2219000.0,8396000.0,10615000.0,-27482470.0,-27804000.0,602019000.0,-25697000.0,100806000.0,100806000.0,-0.28,-0.28,-27804000.0,,-27804000.0,-27804000.0,-27804000.0,-27804000.0,3919000.0,-23885000.0,-407000.0,-407000.0,,,,2219000.0,,8396000.0,10615000.0,-25697000.0,390092000.0,,143885000.0,246207000.0,81022000.0,165185000.0,165185000.0,364395000.0,211927000.0,576322000.0,576322000.0,DOCN,10615000.0,,407000.0,,,,,0.0,,,,64655000.0,,,
2021-12-31,-927450.0,0.27,77350000.0,-3435000.0,-3435000.0,-19503000.0,88372000.0,170595000.0,73915000.0,-14457000.0,-3580000.0,3744000.0,164000.0,-16995450.0,-19503000.0,439747000.0,-11186000.0,93224000.0,93224000.0,-0.21,-0.21,-19503000.0,,-19503000.0,-19503000.0,-19503000.0,-19503000.0,1302000.0,-18201000.0,-3435000.0,-3435000.0,,,,-3580000.0,,3744000.0,164000.0,-11186000.0,269152000.0,,115684000.0,153468000.0,50878000.0,102590000.0,102590000.0,257966000.0,170595000.0,428561000.0,428561000.0,DOCN,164000.0,,3435000.0,,,,,0.0,,,,37115000.0,,,
2020-12-31,-69930.0,0.27,46786000.0,-259000.0,-259000.0,-43568000.0,75574000.0,145532000.0,46527000.0,-29047000.0,-13610000.0,13610000.0,,-43378930.0,-43568000.0,334171000.0,-15791000.0,105303340.0,105303340.0,-0.413738,-0.413738,-43568000.0,,-43568000.0,-43568000.0,-43568000.0,-43568000.0,911000.0,-42657000.0,-13256000.0,-259000.0,,,,-13610000.0,,13610000.0,,-15791000.0,188639000.0,,74970000.0,113669000.0,33472000.0,80197000.0,80197000.0,172848000.0,145532000.0,318380000.0,318380000.0,DOCN,-12997000.0,,259000.0,,,,,,,,,21146000.0,,,
2023-12-31,-45493500.0,0.195,14094500000.0,-233300000.0,-233300000.0,8468800000.0,1978200000.0,9334700000.0,13861200000.0,11883000000.0,-1174800000.0,1360800000.0,186000000.0,8656606500.0,8468800000.0,13748100000.0,11646700000.0,732300000.0,727900000.0,11.56,11.63,8468800000.0,,8468800000.0,8468800000.0,8468800000.0,8468800000.0,2053400000.0,10522200000.0,-48900000.0,-252300000.0,362300000.0,153400000.0,19000000.0,-1174800000.0,,1360800000.0,186000000.0,11745600000.0,2816900000.0,,,2435200000.0,,,,14562500000.0,10931200000.0,25493700000.0,25178100000.0,MCD,31000000.0,,,381700000.0,381700000.0,,,,,,6800000.0,,4773900000.0,103200000.0,
2022-12-31,-201040800.0,0.211,11855800000.0,-952800000.0,-952800000.0,6177400000.0,1870600000.0,8475200000.0,10903000000.0,9032400000.0,-1163000000.0,1207000000.0,44000000.0,6929159200.0,6177400000.0,12838000000.0,9371000000.0,741300000.0,736500000.0,8.33,8.39,6177400000.0,,6177400000.0,6177400000.0,6177400000.0,6177400000.0,1648000000.0,7825400000.0,-1356600000.0,-1086800000.0,1009800000.0,113200000.0,134000000.0,-1163000000.0,,1207000000.0,44000000.0,10344600000.0,2862600000.0,,,2492200000.0,,,,13207200000.0,9975400000.0,23182600000.0,22854200000.0,MCD,-517000000.0,,,370400000.0,370400000.0,,,,,,-136800000.0,,4375900000.0,59800000.0,
2021-12-31,46640800.0,0.173,11912200000.0,269600000.0,269600000.0,7545200000.0,1868100000.0,9104300000.0,12181800000.0,10313700000.0,-1176800000.0,1185800000.0,9000000.0,7322240800.0,7545200000.0,13350200000.0,10356000000.0,751800000.0,746300000.0,10.04,10.11,7545200000.0,,7545200000.0,7545200000.0,7545200000.0,7545200000.0,1582700000.0,9127900000.0,432300000.0,306600000.0,-285400000.0,176700000.0,-37000000.0,-1176800000.0,,1185800000.0,9000000.0,9872700000.0,2707500000.0,,,2377800000.0,,,,12580200000.0,10642700000.0,23222900000.0,22872800000.0,MCD,-14000000.0,,,329700000.0,329700000.0,,,,,,-75400000.0,,4608300000.0,96600000.0,
2020-12-31,713000.0,0.23,9107100000.0,3100000.0,3100000.0,4730500000.0,1751400000.0,8004900000.0,9110200000.0,7358800000.0,-1200100000.0,1218100000.0,18000000.0,4728113000.0,4730500000.0,12001300000.0,7324000000.0,750100000.0,745400000.0,6.31,6.346257,4730500000.0,,4730500000.0,4730500000.0,4730500000.0,4730500000.0,1410200000.0,6140700000.0,134500000.0,100000.0,-267500000.0,117400000.0,3000000.0,-1200100000.0,,1218100000.0,18000000.0,7206500000.0,2545600000.0,,,2245000000.0,,,,9752100000.0,9455700000.0,19207800000.0,18865300000.0,MCD,14000000.0,,,300600000.0,300600000.0,,,,,,-290700000.0,,4208100000.0,23300000.0,-267500000.0
2023-01-31,-142786147.0,0.359,2415665000.0,-397733000.0,-397733000.0,854800000.0,291791000.0,3335139000.0,2017932000.0,1726141000.0,,,,1109746853.0,854800000.0,6384377000.0,1328408000.0,128017000.0,127666000.0,6.68,6.7,854800000.0,,854800000.0,854800000.0,854800000.0,854800000.0,477771000.0,1332571000.0,-393570000.0,-397733000.0,,,,,,,,1726141000.0,2766199000.0,,,2757447000.0,,,,4492340000.0,3618178000.0,8110518000.0,8110518000.0,LULU,4163000.0,,,8752000.0,8752000.0,8752000.0,8752000.0,0.0,,,10180000.0,,,,407913000.0
2022-01-31,-11134986.0,0.269,1640349000.0,-41394000.0,-41394000.0,975322000.0,224206000.0,2432628000.0,1598955000.0,1374749000.0,,,,1005581014.0,975322000.0,4881868000.0,1333355000.0,130295000.0,129768000.0,7.49,7.52,975322000.0,,975322000.0,975322000.0,975322000.0,975322000.0,358547000.0,1333869000.0,-40880000.0,-41394000.0,,,,,,,,1374749000.0,2233816000.0,,,2225034000.0,,,,3608565000.0,2648052000.0,6256617000.0,6256617000.0,LULU,514000.0,,,8782000.0,8782000.0,8782000.0,8782000.0,41394000.0,,,0.0,,,,0.0
2021-01-31,-8385602.0,0.281,1065148000.0,-29842000.0,-29842000.0,588913000.0,185478000.0,1757570000.0,1035306000.0,849828000.0,,,,610369398.0,588913000.0,3552051000.0,819986000.0,130871000.0,130289000.0,4.5,4.52,588913000.0,,588913000.0,588913000.0,588913000.0,588913000.0,230437000.0,819350000.0,-30478000.0,-29842000.0,,,,,,,,849828000.0,1614163000.0,,,1609003000.0,,,,2463991000.0,1937888000.0,4401879000.0,4401879000.0,LULU,-636000.0,,,5160000.0,5160000.0,5160000.0,5160000.0,29842000.0,,,0.0,,,,0.0
2023-07-31,-125316000.0,0.177,18179000000.0,-708000000.0,-708000000.0,12613000000.0,1726000000.0,19801000000.0,17471000000.0,15745000000.0,535000000.0,427000000.0,962000000.0,13195684000.0,12613000000.0,41436000000.0,15031000000.0,4105000000.0,4093000000.0,3.07,3.08,12613000000.0,,12613000000.0,12613000000.0,12613000000.0,12613000000.0,2705000000.0,15318000000.0,-779000000.0,-531000000.0,,,-177000000.0,535000000.0,,427000000.0,962000000.0,15562000000.0,20191000000.0,,7551000000.0,12358000000.0,9880000000.0,2478000000.0,2478000000.0,35753000000.0,21245000000.0,56998000000.0,56998000000.0,CSCO,-71000000.0,,,282000000.0,282000000.0,282000000.0,282000000.0,531000000.0,,,,,,,
2022-07-31,82984000.0,0.184,16343000000.0,451000000.0,451000000.0,11812000000.0,1957000000.0,17665000000.0,16794000000.0,14837000000.0,116000000.0,360000000.0,476000000.0,11443984000.0,11812000000.0,37582000000.0,13969000000.0,4192000000.0,4170000000.0,2.82,2.83,11812000000.0,,11812000000.0,11812000000.0,11812000000.0,11812000000.0,2665000000.0,14477000000.0,386000000.0,-6000000.0,,,457000000.0,116000000.0,,360000000.0,476000000.0,13975000000.0,18273000000.0,,6774000000.0,11186000000.0,9085000000.0,2101000000.0,2101000000.0,32248000000.0,19309000000.0,51557000000.0,51557000000.0,CSCO,-65000000.0,,,313000000.0,313000000.0,313000000.0,313000000.0,6000000.0,,,,,,,
2021-07-31,-112761000.0,0.201,16119000000.0,-561000000.0,-561000000.0,10591000000.0,1862000000.0,16277000000.0,15558000000.0,13696000000.0,184000000.0,434000000.0,618000000.0,11039239000.0,10591000000.0,36099000000.0,12833000000.0,4236000000.0,4222000000.0,2.5,2.51,10591000000.0,,10591000000.0,10591000000.0,10591000000.0,10591000000.0,2671000000.0,13262000000.0,-641000000.0,-886000000.0,,,325000000.0,184000000.0,,434000000.0,618000000.0,13719000000.0,18175000000.0,,6549000000.0,11411000000.0,9259000000.0,2152000000.0,2152000000.0,31894000000.0,17924000000.0,49818000000.0,49818000000.0,CSCO,-80000000.0,,,215000000.0,215000000.0,215000000.0,215000000.0,886000000.0,,,,,,,
2020-07-31,-68753000.0,0.197,16712000000.0,-349000000.0,-349000000.0,11214000000.0,1808000000.0,15951000000.0,16363000000.0,14555000000.0,335000000.0,585000000.0,920000000.0,11494247000.0,11214000000.0,35200000000.0,13620000000.0,4254000000.0,4236000000.0,2.64,2.65,11214000000.0,,11214000000.0,11214000000.0,11214000000.0,11214000000.0,2756000000.0,13970000000.0,-466000000.0,-481000000.0,,,132000000.0,335000000.0,,585000000.0,920000000.0,14101000000.0,17582000000.0,,6347000000.0,11094000000.0,9169000000.0,1925000000.0,1925000000.0,31683000000.0,17618000000.0,49301000000.0,49301000000.0,CSCO,-117000000.0,,,141000000.0,141000000.0,141000000.0,141000000.0,481000000.0,,,,,,,
2023-05-31,-85408000.0,0.068,19995000000.0,-1256000000.0,-1256000000.0,8503000000.0,6108000000.0,11038000000.0,18739000000.0,12631000000.0,-3220000000.0,3505000000.0,285000000.0,9673592000.0,8503000000.0,36181000000.0,13093000000.0,2766000000.0,2696000000.0,3.07,3.15,8503000000.0,,8503000000.0,8503000000.0,8503000000.0,8503000000.0,623000000.0,9126000000.0,-1427000000.0,-680000000.0,,-165000000.0,-576000000.0,-3220000000.0,,3505000000.0,285000000.0,13773000000.0,22617000000.0,103000000.0,8623000000.0,10412000000.0,8833000000.0,1579000000.0,1579000000.0,36390000000.0,13564000000.0,49954000000.0,49954000000.0,ORCL,-6000000.0,,,3582000000.0,3582000000.0,3582000000.0,3582000000.0,680000000.0,,,,,,,
2022-05-31,-640500000.0,0.122,18776000000.0,-5250000000.0,-5250000000.0,6717000000.0,3122000000.0,6905000000.0,13526000000.0,10404000000.0,-2661000000.0,2755000000.0,94000000.0,11326500000.0,6717000000.0,26610000000.0,10926000000.0,2786000000.0,2700000000.0,2.41,2.49,6717000000.0,,6717000000.0,6717000000.0,6717000000.0,6717000000.0,932000000.0,7649000000.0,-5520000000.0,-4904000000.0,,-184000000.0,-346000000.0,-2661000000.0,,2755000000.0,94000000.0,15830000000.0,17733000000.0,4694000000.0,7219000000.0,9364000000.0,8047000000.0,1317000000.0,1317000000.0,33563000000.0,8877000000.0,42440000000.0,42440000000.0,ORCL,-86000000.0,,,1150000000.0,1150000000.0,1150000000.0,1150000000.0,4904000000.0,,,,,,,
2021-05-31,-113130000.0,0.27,18830000000.0,-419000000.0,-419000000.0,13746000000.0,2916000000.0,6318000000.0,18411000000.0,15495000000.0,-2395000000.0,2496000000.0,101000000.0,14051870000.0,13746000000.0,24697000000.0,15213000000.0,3022000000.0,2945000000.0,4.55,4.67,13746000000.0,,13746000000.0,13746000000.0,13746000000.0,13746000000.0,-747000000.0,12999000000.0,-388000000.0,-569000000.0,,-180000000.0,150000000.0,-2395000000.0,,2496000000.0,101000000.0,15782000000.0,16842000000.0,129000000.0,6527000000.0,8936000000.0,7682000000.0,1254000000.0,1254000000.0,32624000000.0,7855000000.0,40479000000.0,40479000000.0,ORCL,211000000.0,,,1379000000.0,1379000000.0,1379000000.0,1379000000.0,569000000.0,,,,136000000.0,,,
2020-05-31,-78560000.0,0.16,17517000000.0,-491000000.0,-491000000.0,10135000000.0,2968000000.0,6556000000.0,17026000000.0,14058000000.0,-1468000000.0,1995000000.0,527000000.0,10547440000.0,10135000000.0,24866000000.0,13896000000.0,3294000000.0,3211000000.0,3.08,3.16,10135000000.0,,10135000000.0,10135000000.0,10135000000.0,10135000000.0,1928000000.0,12063000000.0,-671000000.0,-306000000.0,,-164000000.0,-185000000.0,-1468000000.0,,1995000000.0,527000000.0,14202000000.0,16928000000.0,51000000.0,6067000000.0,9275000000.0,8094000000.0,1181000000.0,1181000000.0,31130000000.0,7938000000.0,39068000000.0,39068000000.0,ORCL,-16000000.0,,,1586000000.0,1586000000.0,1586000000.0,1586000000.0,306000000.0,,,,119000000.0,,,
2023-12-31,211380035.679101,0.189579,88287000000.0,1115000000.0,1115000000.0,30425000000.0,48663000000.0,480980000000.0,89402000000.0,40739000000.0,-233000000.0,3182000000.0,2949000000.0,29521380035.6791,30425000000.0,537933000000.0,36852000000.0,10492000000.0,10304000000.0,2.9,2.95,30425000000.0,,30425000000.0,30425000000.0,30425000000.0,30425000000.0,7120000000.0,37557000000.0,938000000.0,,,,1115000000.0,-233000000.0,,3182000000.0,2949000000.0,36852000000.0,56953000000.0,767000000.0,,56186000000.0,44370000000.0,11816000000.0,11816000000.0,93805000000.0,480980000000.0,574785000000.0,574785000000.0,AMZN,-177000000.0,-12000000.0,,,,,,,,,,,,,
2022-12-31,-3415860000.0,0.21,54618000000.0,-16266000000.0,-16266000000.0,-2722000000.0,41921000000.0,446343000000.0,38352000000.0,-3569000000.0,-1378000000.0,2367000000.0,989000000.0,10128140000.0,-2722000000.0,501735000000.0,12248000000.0,10189000000.0,10189000000.0,-0.27,-0.27,-2722000000.0,,-2722000000.0,-2722000000.0,-2722000000.0,-2722000000.0,-3217000000.0,-5936000000.0,-16806000000.0,,,,-16266000000.0,-1378000000.0,,2367000000.0,989000000.0,12248000000.0,55392000000.0,1263000000.0,,54129000000.0,42238000000.0,11891000000.0,11891000000.0,67640000000.0,446343000000.0,513983000000.0,513983000000.0,AMZN,-540000000.0,-3000000.0,,,,,,,,,,,,,
2021-12-31,1839997169.143666,0.12558,59741000000.0,14652000000.0,14652000000.0,33364000000.0,34433000000.0,403507000000.0,74393000000.0,39960000000.0,-1361000000.0,1809000000.0,448000000.0,20551997169.143665,33364000000.0,444943000000.0,24879000000.0,10300000000.0,10120000000.0,3.2405,3.298,33364000000.0,,33364000000.0,33364000000.0,33364000000.0,33364000000.0,4791000000.0,38151000000.0,14633000000.0,,,,14652000000.0,-1361000000.0,,1809000000.0,448000000.0,24879000000.0,41436000000.0,62000000.0,,41374000000.0,32551000000.0,8823000000.0,8823000000.0,66315000000.0,403507000000.0,469822000000.0,469822000000.0,AMZN,-19000000.0,4000000.0,,,,,,,,,,,,,
2020-12-31,287626230.457441,0.118413,48647000000.0,2429000000.0,2429000000.0,21331000000.0,25251000000.0,334564000000.0,51076000000.0,25825000000.0,-1092000000.0,1647000000.0,555000000.0,19189626230.45744,21331000000.0,363165000000.0,22899000000.0,10200000000.0,10000000000.0,2.0915,2.132,21331000000.0,,21331000000.0,21331000000.0,21331000000.0,21331000000.0,2863000000.0,24178000000.0,2371000000.0,,,,2429000000.0,-1092000000.0,,1647000000.0,555000000.0,22899000000.0,28601000000.0,-75000000.0,42740000000.0,28676000000.0,22008000000.0,6668000000.0,6668000000.0,51500000000.0,334564000000.0,386064000000.0,386064000000.0,AMZN,-58000000.0,16000000.0,,,,,,,,,,,,,
2023-12-31,0.0,0.158,9976000000.0,,,7839000000.0,739800000.0,13422400000.0,9976000000.0,9236200000.0,41200000.0,152700000.0,193900000.0,7839000000.0,7839000000.0,18516200000.0,9042300000.0,394100000.0,393800000.0,19.91,19.91,7839000000.0,,7839000000.0,7839000000.0,7839000000.0,7839000000.0,1435800000.0,9083500000.0,,,,,,41200000.0,,152700000.0,193900000.0,9042300000.0,5093800000.0,,3980600000.0,1113200000.0,,,,14136100000.0,13422400000.0,27558500000.0,27558500000.0,ASML,,191300000.0,,,,,,,,,,,,,
2022-12-31,0.0,0.15,7100500000.0,,,5624200000.0,583600000.0,10473300000.0,7100500000.0,6516900000.0,-44600000.0,60800000.0,16200000.0,5624200000.0,5624200000.0,14672700000.0,6500700000.0,398000000.0,397700000.0,14.13,14.14,5624200000.0,,5624200000.0,5624200000.0,5624200000.0,5624200000.0,969900000.0,6456100000.0,,,,,,-44600000.0,,60800000.0,16200000.0,6500700000.0,4199400000.0,,3253500000.0,945900000.0,,,,10700100000.0,10473300000.0,21173400000.0,21173400000.0,ASML,,138000000.0,,,,,,,,,,,,,
2021-12-31,32482400.0,0.152,7017400000.0,213700000.0,213700000.0,5883200000.0,471000000.0,8802000000.0,7231100000.0,6760100000.0,-44600000.0,54600000.0,10000000.0,5701982400.0,5883200000.0,12074600000.0,6750100000.0,410400000.0,409800000.0,14.34,14.36,5883200000.0,,5883200000.0,5883200000.0,5883200000.0,5883200000.0,1021400000.0,6705500000.0,213700000.0,213700000.0,,,,-44600000.0,,54600000.0,10000000.0,6536400000.0,3272600000.0,,2547000000.0,725600000.0,,,,9809000000.0,8802000000.0,18611000000.0,18611000000.0,ASML,213700000.0,199100000.0,,,,,,,,,,,,213700000.0,
2020-12-31,0.0,0.137,4550700000.0,,,3553700000.0,490800000.0,7181300000.0,4550700000.0,4059900000.0,-34900000.0,43300000.0,8400000.0,3553700000.0,3553700000.0,9927000000.0,4051500000.0,419100000.0,418300000.0,8.48,8.49,3553700000.0,,3553700000.0,3553700000.0,3553700000.0,3553700000.0,551500000.0,4016600000.0,,,,,,-34900000.0,34900000.0,43300000.0,8400000.0,4051500000.0,2745700000.0,,2200800000.0,544900000.0,,,,6797200000.0,7181300000.0,13978500000.0,13978500000.0,ASML,,88600000.0,,,,,,,,,,,,,
